datetime,0
2024-08-02 18:00:00,1.0
2024-08-02 18:15:00,1.0
2024-08-02 18:30:00,1.0
2024-08-02 18:45:00,1.0
2024-08-02 19:00:00,1.0
2024-08-02 19:15:00,1.0
2024-08-02 19:30:00,1.0
2024-08-02 19:45:00,1.0
2024-08-05 13:30:00,1.0
2024-08-05 13:45:00,1.0
2024-08-05 14:00:00,1.0
2024-08-05 14:15:00,1.0
2024-08-05 14:30:00,1.0
2024-08-05 14:45:00,1.0
2024-08-05 15:00:00,1.0
2024-08-05 15:15:00,1.0
2024-08-05 15:30:00,1.0
2024-08-05 15:45:00,1.0
2024-08-05 16:00:00,1.0
2024-08-05 16:15:00,1.0
2024-08-05 16:30:00,1.0
2024-08-05 16:45:00,1.0
2024-08-05 17:00:00,1.0
2024-08-05 17:15:00,1.0
2024-08-05 17:30:00,1.0
2024-08-05 17:45:00,1.0
2024-08-05 18:00:00,1.0
2024-08-05 18:15:00,1.0
2024-08-05 18:30:00,1.0
2024-08-05 18:45:00,1.0
2024-08-05 19:00:00,1.0
2024-08-05 19:15:00,1.0
2024-08-05 19:30:00,1.0
2024-08-05 19:45:00,1.0
2024-08-06 13:30:00,1.0
2024-08-06 13:45:00,1.0
2024-08-06 14:00:00,1.0
2024-08-06 14:15:00,1.0
2024-08-06 14:30:00,1.0
2024-08-06 14:45:00,1.0
2024-08-06 15:00:00,1.0
2024-08-06 15:15:00,1.0
2024-08-06 15:30:00,1.0
2024-08-06 15:45:00,1.0
2024-08-06 16:00:00,1.0
2024-08-06 16:15:00,1.0
2024-08-06 16:30:00,1.0
2024-08-06 16:45:00,1.0
2024-08-06 17:00:00,1.0
2024-08-06 17:15:00,1.0
2024-08-06 17:30:00,1.0
2024-08-06 17:45:00,1.0
2024-08-06 18:00:00,1.0
2024-08-06 18:15:00,1.0
2024-08-06 18:30:00,1.0
2024-08-06 18:45:00,1.0
2024-08-06 19:00:00,1.0
2024-08-06 19:15:00,1.0
2024-08-06 19:30:00,1.0
2024-08-06 19:45:00,1.0
2024-08-07 13:30:00,1.0
2024-08-07 13:45:00,1.0
2024-08-07 14:00:00,1.0
2024-08-07 14:15:00,1.0
2024-08-07 14:30:00,1.0
2024-08-07 14:45:00,1.0
2024-08-07 15:00:00,1.0
2024-08-07 15:15:00,1.0
2024-08-07 15:30:00,1.0
2024-08-07 15:45:00,1.0
2024-08-07 16:00:00,1.0
2024-08-07 16:15:00,1.0
2024-08-07 16:30:00,1.0
2024-08-07 16:45:00,1.0
2024-08-07 17:00:00,1.0
2024-08-07 17:15:00,1.0
2024-08-07 17:30:00,1.0
2024-08-07 17:45:00,1.0
2024-08-07 18:00:00,1.0
2024-08-07 18:15:00,1.0
2024-08-07 18:30:00,1.0
2024-08-07 18:45:00,1.0
2024-08-07 19:00:00,1.0
2024-08-07 19:15:00,1.0
2024-08-07 19:30:00,1.0
2024-08-07 19:45:00,1.0
2024-08-08 13:30:00,1.0
2024-08-08 13:45:00,1.0
2024-08-08 14:00:00,1.0
2024-08-08 14:15:00,1.0
2024-08-08 14:30:00,1.0
2024-08-08 14:45:00,1.0
2024-08-08 15:00:00,1.0
2024-08-08 15:15:00,1.0
2024-08-08 15:30:00,1.0
2024-08-08 15:45:00,1.0
2024-08-08 16:00:00,1.0
2024-08-08 16:15:00,1.0
2024-08-08 16:30:00,1.0
2024-08-08 16:45:00,1.0
2024-08-08 17:00:00,1.0
2024-08-08 17:15:00,1.0
2024-08-08 17:30:00,1.0
2024-08-08 17:45:00,1.0
2024-08-08 18:00:00,1.0
2024-08-08 18:15:00,1.0
2024-08-08 18:30:00,1.0
2024-08-08 18:45:00,1.0
2024-08-08 19:00:00,1.0
2024-08-08 19:15:00,1.0
2024-08-08 19:30:00,1.0
2024-08-08 19:45:00,1.0
2024-08-09 13:30:00,1.0
2024-08-09 13:45:00,1.0
2024-08-09 14:00:00,1.0
2024-08-09 14:15:00,1.0
2024-08-09 14:30:00,1.0
2024-08-09 14:45:00,1.0
2024-08-09 15:00:00,1.0
2024-08-09 15:15:00,1.0
2024-08-09 15:30:00,1.0
2024-08-09 15:45:00,1.0
2024-08-09 16:00:00,1.0
2024-08-09 16:15:00,1.0
2024-08-09 16:30:00,1.0
2024-08-09 16:45:00,1.0
2024-08-09 17:00:00,1.0
2024-08-09 17:15:00,1.0
2024-08-09 17:30:00,1.0
2024-08-09 17:45:00,1.0
2024-08-09 18:00:00,1.0
2024-08-09 18:15:00,1.0
2024-08-09 18:30:00,1.0
2024-08-09 18:45:00,1.0
2024-08-09 19:00:00,1.0
2024-08-09 19:15:00,1.0
2024-08-09 19:30:00,1.0
2024-08-09 19:45:00,1.0
2024-08-12 13:30:00,1.0
2024-08-12 13:45:00,1.0
2024-08-12 14:00:00,1.0
2024-08-12 14:15:00,1.0
2024-08-12 14:30:00,1.0
2024-08-12 14:45:00,1.0
2024-08-12 15:00:00,1.0
2024-08-12 15:15:00,1.0
2024-08-12 15:30:00,1.0
2024-08-12 15:45:00,1.0
2024-08-12 16:00:00,1.0
