datetime,open,high,low,close,volume
2025-06-17 14:45:00,197.505,197.77,197.35001,197.3801,873278
2025-06-17 15:00:00,197.38,197.78999,197.345,197.69,739106
2025-06-17 15:15:00,197.69769,197.785,197.35001,197.58,773496
2025-06-17 15:30:00,197.59,198.375,197.515,198.33,1158298
2025-06-17 15:45:00,198.34109,198.3889,197.785,197.785,839583
2025-06-17 16:00:00,197.785,198.13,197.63,198.11,741356
2025-06-17 16:15:00,198.11,198.14999,197.46001,197.61501,775187
2025-06-17 16:30:00,197.61,197.8457,197.21091,197.3067,562404
2025-06-17 16:45:00,197.28,197.41,196.67999,196.77499,1124678
2025-06-17 17:00:00,196.75999,196.86,196.465,196.685,1021989
2025-06-17 17:15:00,196.69,196.83,196.5,196.52,1765073
